iter	Logloss
536	0.001979572154
537	0.001975779709
538	0.001975779709
539	0.001971173573
540	0.00196740955
541	0.001963803522
542	0.001959214277
543	0.001955713837
544	0.001951454501
545	0.001947604349
546	0.001943444074
547	0.001939316987
548	0.001934983515
549	0.001930477536
550	0.001926891819
551	0.001924834973
552	0.001919551755
553	0.001916572701
554	0.001912119094
555	0.001908278888
556	0.001903890277
557	0.00189986914
558	0.001895880019
559	0.001893228261
560	0.001888779119
561	0.001885158693
562	0.001881715722
563	0.001878679574
564	0.001873482872
565	0.001867076008
566	0.001863650242
567	0.001859767516
568	0.001855997254
569	0.001851724164
570	0.001848084441
571	0.001843422271
572	0.001839703723
573	0.001839703723
574	0.001839703723
575	0.00183611133
576	0.001832444576
577	0.001829796238
578	0.001825859031
579	0.001825845829
580	0.001822779543
581	0.001818893605
582	0.001818806625
583	0.001814196293
584	0.001810645404
585	0.001810588129
586	0.001808294074
587	0.001804784196
588	0.001804784196
589	0.001802064321
590	0.001798782183
591	0.0017986156
592	0.001794763162
593	0.001794745495
594	0.001791759049
595	0.001788574738
596	0.001784677032
597	0.001781153174
598	0.001777683917
599	0.001774453423
600	0.00177009619
601	0.001765630007
602	0.00176287523
603	0.001759559821
604	0.001756351266
605	0.001752804154
606	0.001749283597
607	0.001749288182
608	0.001746032836
609	0.001742243229
610	0.001742252548
611	0.001742248665
612	0.001738816716
613	0.001737173295
614	0.001734164178
615	0.001730824959
616	0.001727378418
617	0.001724260876
618	0.001720934277
619	0.001720928453
620	0.001717737565
621	0.001714249507
622	0.001714224655
623	0.001711305506
624	0.00170832605
625	0.001708234216
626	0.00170826198
627	0.001704755014
628	0.001701917721
629	0.001699313725
630	0.001699295086
631	0.00169763664
632	0.001694964333
633	0.001692057384
634	0.001689417669
635	0.001686375233
636	0.001683159883
637	0.001681127694
638	0.001677460672
639	0.001674562058
640	0.001671083169
641	0.001671078703
642	0.001669518423
643	0.001669504056
644	0.001666833108
645	0.001663968829
646	0.001663967858
647	0.001663974265
648	0.001661138751
649	0.001656914093
650	0.001656910598
651	0.001653763201
652	0.001651215539
653	0.001651215539
654	0.001648717236
655	0.001646504681
656	0.001646334216
657	0.00164634703
658	0.001646343923
659	0.001643388154
660	0.001640582001
661	0.001637498749
662	0.001637498749
663	0.001637498749
664	0.001634999017
665	0.001634929316
666	0.001631706125
667	0.001628707881
668	0.001625435375
669	0.001625405087
670	0.001625363636
671	0.001622785439
672	0.001622744548
673	0.001622689118
674	0.001620576304
675	0.001617669796
676	0.001617691638
677	0.001614440392
678	0.001614332152
679	0.001611033846
680	0.001608344701
681	0.001606188763
682	0.001606140613
683	0.001603411128
684	0.001600356655
685	0.001600327629
686	0.00160023929
687	0.00160023929
688	0.001597238963
689	0.001597229643
690	0.001594833614
691	0.001591889786
692	0.001589553401
693	0.001587292405
694	0.001587292405
695	0.001587254545
696	0.001587254545
697	0.001587254545
698	0.001587136576
699	0.00158481027
700	0.00158214136
701	0.001580530018
702	0.001578306903
703	0.001575814575
704	0.001575794577
705	0.001572433463
706	0.001572433463
707	0.001572421329
708	0.001572426959
709	0.001572433269
710	0.00157013312
711	0.001567389052
712	0.001564819204
713	0.001562358522
714	0.00155956322
715	0.001559586129
716	0.001559560501
717	0.001557539962
718	0.001557544331
719	0.001557544331
720	0.001554731188
721	0.001552697155
722	0.001549897171
723	0.0015470942
724	0.001547072163
725	0.001544735664
726	0.001544695183
727	0.001543191909
728	0.00154320152
729	0.001540245314
730	0.00153950853
731	0.001539509792
732	0.001536600716
733	0.001536595183
734	0.001533615846
735	0.001530547663
736	0.001530533102
737	0.001528033978
738	0.001528035531
739	0.00152610304
740	0.00152610236
741	0.0015258587
742	0.001525846565
743	0.001523203478
744	0.001523203478
745	0.001523203478
746	0.001523203478
747	0.001523203478
748	0.001523203478
749	0.001523203478
